거래처,구분,1월,2월,3월,4월,5월,6월,7월,8월,9월,10월,11월,12월
에스앤케이.,이월,0.0,0.0,0.0,0.0,4811070.0,7048800.0,5498460.0,8667373,0.0,0.0,0.0,0.0
에스앤케이.,매출,0.0,0.0,0.0,4811070.0,7048800.0,5498460.0,8667373.0,1446984,0.0,0.0,0.0,0.0
에스앤케이.,수금,0.0,0.0,0.0,0.0,4811070.0,7048800.0,5498460.0,8667373,0.0,0.0,0.0,0.0
에스앤케이.,잔액,0.0,0.0,0.0,4811070.0,7048800.0,5498460.0,8667373.0,1446984,0.0,0.0,0.0,0.0
에스에이치코리아,이월,,0.0,0.0,0.0,0.0,1187472.0,0.0,0,0.0,0.0,0.0,0.0
에스에이치코리아,매출,0.0,0.0,0.0,0.0,1187472.0,0.0,0.0,1141800,0.0,0.0,0.0,0.0
에스에이치코리아,수금,0.0,0.0,0.0,0.0,0.0,1187472.0,0.0,0,0.0,0.0,0.0,0.0
에스에이치코리아,잔액,0.0,0.0,0.0,0.0,1187472.0,0.0,0.0,1141800,0.0,0.0,0.0,0.0
에어퍼스트,이월,,0.0,0.0,0.0,0.0,0.0,9223214.0,21629916,0.0,0.0,0.0,0.0
에어퍼스트,매출,0.0,0.0,0.0,0.0,0.0,9223214.0,12406702.0,5135768,0.0,0.0,0.0,0.0
에어퍼스트,수금,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
에어퍼스트,잔액,0.0,0.0,0.0,0.0,0.0,9223214.0,21629916.0,26765684,0.0,0.0,0.0,0.0
에이원의료기산업,이월,5772800.0,4066700.0,5177700.0,7022400.0,5201900.0,6382200.0,5176600.0,2032800,0.0,0.0,0.0,0.0
에이원의료기산업,매출,1843600.0,1111000.0,1844700.0,2246200.0,1180300.0,1750100.0,2032800.0,1277100,0.0,0.0,0.0,0.0
에이원의료기산업,수금,3549700.0,0.0,0.0,4066700.0,0.0,2955700.0,5176600.0,0,0.0,0.0,0.0,0.0
에이원의료기산업,잔액,4066700.0,5177700.0,7022400.0,5201900.0,6382200.0,5176600.0,2032800.0,3309900,0.0,0.0,0.0,0.0
에이치엘비생명과학,이월,0.0,0.0,0.0,0.0,0.0,0.0,1540000.0,33924000,0.0,0.0,0.0,0.0
에이치엘비생명과학,매출,0.0,0.0,0.0,0.0,0.0,1540000.0,33924000.0,0,0.0,0.0,0.0,0.0
에이치엘비생명과학,수금,0.0,0.0,0.0,0.0,0.0,0.0,1540000.0,0,0.0,0.0,0.0,0.0
에이치엘비생명과학,잔액,0.0,0.0,0.0,0.0,0.0,1540000.0,33924000.0,33924000,0.0,0.0,0.0,0.0
에이치이엠씨,이월,,0.0,0.0,0.0,0.0,0.0,0.0,2079000,0.0,0.0,0.0,0.0
에이치이엠씨,매출,0.0,0.0,0.0,0.0,0.0,0.0,2079000.0,264000,0.0,0.0,0.0,0.0
에이치이엠씨,수금,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
에이치이엠씨,잔액,0.0,0.0,0.0,0.0,0.0,0.0,2079000.0,2343000,0.0,0.0,0.0,0.0
엔케이철강,이월,793782.0,1510652.0,796180.0,808060.0,1591040.0,3026540.0,1493800.0,771100,0.0,0.0,0.0,0.0
엔케이철강,매출,1510652.0,796180.0,808060.0,1591040.0,1435500.0,1493800.0,771100.0,669900,0.0,0.0,0.0,0.0
엔케이철강,수금,793782.0,1510652.0,796180.0,808060.0,0.0,3026540.0,1493800.0,0,0.0,0.0,0.0,0.0
엔케이철강,잔액,1510652.0,796180.0,808060.0,1591040.0,3026540.0,1493800.0,771100.0,1441000,0.0,0.0,0.0,0.0
엔투,이월,54780.0,174020.0,109560.0,73040.0,320100.0,73040.0,164340.0,158620,0.0,0.0,0.0,0.0
엔투,매출,174020.0,109560.0,73040.0,320100.0,73040.0,164340.0,158620.0,146080,0.0,0.0,0.0,0.0
엔투,수금,54780.0,174020.0,109560.0,73040.0,320100.0,73040.0,164340.0,158620,0.0,0.0,0.0,0.0
엔투,잔액,174020.0,109560.0,73040.0,320100.0,73040.0,164340.0,158620.0,146080,0.0,0.0,0.0,0.0
엔티에스(김포),이월,342000.0,874400.0,107800.0,261800.0,400400.0,491700.0,1024100.0,623700,0.0,0.0,0.0,0.0
엔티에스(김포),매출,532400.0,107800.0,154000.0,138600.0,91300.0,532400.0,0.0,0,0.0,0.0,0.0,0.0
엔티에스(김포),수금,0.0,874400.0,0.0,0.0,0.0,0.0,400400.0,0,0.0,0.0,0.0,0.0
엔티에스(김포),잔액,874400.0,107800.0,261800.0,400400.0,491700.0,1024100.0,623700.0,623700,0.0,0.0,0.0,0.0
엘에스와이산업가스,이월,146486627.0,146394062.0,118891487.0,132093979.0,153729241.0,139921958.0,156821978.0,188546182,0.0,0.0,0.0,0.0
엘에스와이산업가스,매출,67007672.0,51883816.0,80210163.0,73519078.0,66402881.0,90419098.0,98127084.0,52688543,0.0,0.0,0.0,0.0
엘에스와이산업가스,수금,67100237.0,79386390.0,67007671.0,51883816.0,80210163.0,73519078.0,66402880.0,0,0.0,0.0,0.0,0.0
엘에스와이산업가스,잔액,146394062.0,118891487.0,132093979.0,153729241.0,139921958.0,156821978.0,188546182.0,241234725,0.0,0.0,0.0,0.0
엠에스동민특수가스,이월,7968522.0,7011096.0,7308392.0,6726001.0,7365072.0,7995841.0,5069837.0,5167517,0.0,0.0,0.0,0.0
엠에스동민특수가스,매출,5617088.0,5632717.0,6115501.0,6466416.0,6220507.0,3916968.0,4381192.0,4715014,0.0,0.0,0.0,0.0
엠에스동민특수가스,수금,6574514.0,5335422.0,6697891.0,5827345.0,5589738.0,6842972.0,4283512.0,0,0.0,0.0,0.0,0.0
엠에스동민특수가스,잔액,7011096.0,7308392.0,6726001.0,7365072.0,7995841.0,5069837.0,5167517.0,9882531,0.0,0.0,0.0,0.0
엠제이쿼츠,이월,1784200.0,1844700.0,3661570.0,3777730.0,2666510.0,4125110.0,5212680.0,4629240,0.0,0.0,0.0,0.0
엠제이쿼츠,매출,952600.0,1816870.0,1008260.0,1658250.0,3116850.0,4204420.0,4629240.0,0,0.0,0.0,0.0,0.0
엠제이쿼츠,수금,892100.0,0.0,892100.0,2769470.0,1658250.0,3116850.0,5212680.0,0,0.0,0.0,0.0,0.0
엠제이쿼츠,잔액,1844700.0,3661570.0,3777730.0,2666510.0,4125110.0,5212680.0,4629240.0,4629240,0.0,0.0,0.0,0.0
영신방재,이월,3284160.0,4703490.0,6610890.0,7324460.0,9718280.0,7728270.0,4005980.0,6174740,0.0,0.0,0.0,0.0
영신방재,매출,1419330.0,2237400.0,3667730.0,2393820.0,1666720.0,2339260.0,2168760.0,1494680,0.0,0.0,0.0,0.0
영신방재,수금,0.0,330000.0,2954160.0,0.0,3656730.0,6061550.0,0.0,1588070,0.0,0.0,0.0,0.0
영신방재,잔액,4703490.0,6610890.0,7324460.0,9718280.0,7728270.0,4005980.0,6174740.0,6081350,0.0,0.0,0.0,0.0
영신에프엔씨,이월,7308059.0,6409590.0,6130729.0,7595489.0,8574159.0,7508380.0,8239220.0,5516500,0.0,0.0,0.0,0.0
영신에프엔씨,매출,1640100.0,1476299.0,3102660.0,2685100.0,1720620.0,2513500.0,1282380.0,1683000,0.0,0.0,0.0,0.0
영신에프엔씨,수금,2538569.0,1755160.0,1637900.0,1706430.0,2786399.0,1782660.0,4005100.0,1720620,0.0,0.0,0.0,0.0
영신에프엔씨,잔액,6409590.0,6130729.0,7595489.0,8574159.0,7508380.0,8239220.0,5516500.0,5478880,0.0,0.0,0.0,0.0
영신코아스,이월,1953600.0,2256100.0,2058100.0,1998700.0,2353670.0,2555410.0,2824360.0,3302640,0.0,0.0,0.0,0.0
영신코아스,매출,796400.0,429000.0,773300.0,995170.0,740740.0,979770.0,1453540.0,929060,0.0,0.0,0.0,0.0
영신코아스,수금,493900.0,627000.0,832700.0,640200.0,539000.0,710820.0,975260.0,814990,0.0,0.0,0.0,0.0
영신코아스,잔액,2256100.0,2058100.0,1998700.0,2353670.0,2555410.0,2824360.0,3302640.0,3416710,0.0,0.0,0.0,0.0
예성이엔지(당진),이월,134200.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
예성이엔지(당진),매출,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
예성이엔지(당진),수금,134200.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
예성이엔지(당진),잔액,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
예성이엔지(아산),이월,2140314.0,1598487.0,1563540.0,924000.0,0.0,0.0,1969022.0,4432725,0.0,0.0,0.0,0.0
예성이엔지(아산),매출,1594087.0,1559140.0,919600.0,0.0,0.0,1969022.0,2463703.0,0,0.0,0.0,0.0,0.0
예성이엔지(아산),수금,2135914.0,1594087.0,1559140.0,924000.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
예성이엔지(아산),잔액,1598487.0,1563540.0,924000.0,0.0,0.0,1969022.0,4432725.0,4432725,0.0,0.0,0.0,0.0
예성이엔지(오산),이월,184800.0,290400.0,132000.0,44000.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
예성이엔지(오산),매출,290400.0,132000.0,44000.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
예성이엔지(오산),수금,184800.0,290400.0,132000.0,44000.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
예성이엔지(오산),잔액,290400.0,132000.0,44000.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
오비맥주(용역운송),이월,0.0,0.0,1169850.0,1169850.0,1169850.0,1169850.0,0.0,0,0.0,0.0,0.0,0.0
오비맥주(용역운송),매출,0.0,1169850.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
오비맥주(용역운송),수금,0.0,0.0,0.0,0.0,0.0,1169850.0,0.0,0,0.0,0.0,0.0,0.0
오비맥주(용역운송),잔액,0.0,1169850.0,1169850.0,1169850.0,1169850.0,0.0,0.0,0,0.0,0.0,0.0,0.0
용역운송(OB맥주-신비오),이월,,4263160.0,0.0,5728800.0,13776840.0,0.0,0.0,2833380,0.0,0.0,0.0,0.0
용역운송(OB맥주-신비오),매출,4263160.0,0.0,5728800.0,13776840.0,0.0,0.0,2833380.0,2855820,0.0,0.0,0.0,0.0
용역운송(OB맥주-신비오),수금,0.0,4263160.0,0.0,5728800.0,13776840.0,0.0,0.0,2833380,0.0,0.0,0.0,0.0
용역운송(OB맥주-신비오),잔액,4263160.0,0.0,5728800.0,13776840.0,0.0,0.0,2833380.0,2855820,0.0,0.0,0.0,0.0
용역운송(쿠팡-신비오케미컬),이월,,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
용역운송(쿠팡-신비오케미컬),매출,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18536210,0.0,0.0,0.0,0.0
용역운송(쿠팡-신비오케미컬),수금,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
용역운송(쿠팡-신비오케미컬),잔액,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18536210,0.0,0.0,0.0,0.0
용진,이월,,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
용진,매출,0.0,0.0,0.0,0.0,0.0,330000.0,0.0,0,0.0,0.0,0.0,0.0
용진,수금,0.0,0.0,0.0,0.0,0.0,330000.0,0.0,0,0.0,0.0,0.0,0.0
용진,잔액,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
우창산업건설(주),이월,1401840.0,2119260.0,1702404.0,822470.0,3632200.0,7217210.0,8994260.0,7953616,0.0,0.0,0.0,0.0
우창산업건설(주),매출,717420.0,984984.0,822470.0,2809730.0,4407480.0,4586780.0,3366836.0,1935384,0.0,0.0,0.0,0.0
우창산업건설(주),수금,0.0,1401840.0,1702404.0,0.0,822470.0,2809730.0,4407480.0,4586780,0.0,0.0,0.0,0.0
우창산업건설(주),잔액,2119260.0,1702404.0,822470.0,3632200.0,7217210.0,8994260.0,7953616.0,5302220,0.0,0.0,0.0,0.0
원이엔지,이월,1305700.0,1366950.0,1630950.0,2028050.0,1111000.0,2023450.0,3190550.0,2818050,0.0,0.0,0.0,0.0
원이엔지,매출,760100.0,264000.0,397100.0,713900.0,912450.0,1167100.0,1127500.0,972400,0.0,0.0,0.0,0.0
원이엔지,수금,698850.0,0.0,0.0,1630950.0,0.0,0.0,1500000.0,0,0.0,0.0,0.0,0.0
원이엔지,잔액,1366950.0,1630950.0,2028050.0,1111000.0,2023450.0,3190550.0,2818050.0,3790450,0.0,0.0,0.0,0.0
위드산업조명,이월,634700.0,1258400.0,306900.0,629200.0,702900.0,1179200.0,465300.0,619300,0.0,0.0,0.0,0.0
위드산업조명,매출,623700.0,306900.0,629200.0,702900.0,476300.0,465300.0,619300.0,195800,0.0,0.0,0.0,0.0
위드산업조명,수금,0.0,1258400.0,306900.0,629200.0,0.0,1179200.0,465300.0,0,0.0,0.0,0.0,0.0
위드산업조명,잔액,1258400.0,306900.0,629200.0,702900.0,1179200.0,465300.0,619300.0,815100,0.0,0.0,0.0,0.0
유니온가스,이월,3637700.0,5303232.0,6642867.0,5617513.0,5757180.0,6108003.0,7724904.0,10343498,0.0,0.0,0.0,0.0
유니온가스,매출,5303232.0,6642867.0,5617513.0,5757180.0,6108003.0,7724904.0,10343498.0,2812623,0.0,0.0,0.0,0.0
유니온가스,수금,3637700.0,5303232.0,6642867.0,5617513.0,5757180.0,6108003.0,7724904.0,10343498,0.0,0.0,0.0,0.0
유니온가스,잔액,5303232.0,6642867.0,5617513.0,5757180.0,6108003.0,7724904.0,10343498.0,2812623,0.0,0.0,0.0,0.0
유엔씨테크,이월,8999991.0,8957986.0,8422923.0,6344425.0,10201713.0,7202821.0,7569006.0,7602095,0.0,0.0,0.0,0.0
유엔씨테크,매출,7649065.0,5492526.0,5783338.0,9050630.0,4751126.0,6375991.0,6898601.0,4413596,0.0,0.0,0.0,0.0
유엔씨테크,수금,7691070.0,6027588.0,7861836.0,5193342.0,7750017.0,6009806.0,6865511.0,4897112,0.0,0.0,0.0,0.0
유엔씨테크,잔액,8957986.0,8422923.0,6344425.0,10201713.0,7202821.0,7569006.0,7602095.0,7118579,0.0,0.0,0.0,0.0
유진화학(안중),이월,0.0,0.0,0.0,0.0,0.0,0.0,701800.0,968000,0.0,0.0,0.0,0.0
유진화학(안중),매출,0.0,0.0,0.0,0.0,0.0,701800.0,968000.0,0,0.0,0.0,0.0,0.0
유진화학(안중),수금,0.0,0.0,0.0,0.0,0.0,0.0,701800.0,0,0.0,0.0,0.0,0.0
유진화학(안중),잔액,0.0,0.0,0.0,0.0,0.0,701800.0,968000.0,968000,0.0,0.0,0.0,0.0
유한가스화학(주),이월,,5097439.0,9128911.0,8989217.0,6688176.0,4143744.0,4714336.0,4336816,0.0,0.0,0.0,0.0
유한가스화학(주),매출,5097439.0,4031473.0,4957744.0,6688176.0,4143744.0,4714336.0,4336816.0,2391840,0.0,0.0,0.0,0.0
유한가스화학(주),수금,0.0,0.0,5097438.0,8989217.0,6688176.0,4143744.0,4714336.0,0,0.0,0.0,0.0,0.0
유한가스화학(주),잔액,5097439.0,9128911.0,8989217.0,6688176.0,4143744.0,4714336.0,4336816.0,6728656,0.0,0.0,0.0,0.0
유한에프앤디(구.유한산업),이월,118034400.0,118034400.0,118034400.0,118034400.0,118034400.0,118034400.0,118034400.0,118034400,0.0,0.0,0.0,0.0
유한에프앤디(구.유한산업),매출,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
유한에프앤디(구.유한산업),수금,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
유한에프앤디(구.유한산업),잔액,118034400.0,118034400.0,118034400.0,118034400.0,118034400.0,118034400.0,118034400.0,118034400,0.0,0.0,0.0,0.0
윤익스디티에스,이월,44734151.0,84803004.0,70902414.0,35984575.0,61130828.0,158701840.0,99719730.0,149808450,0.0,0.0,0.0,0.0
윤익스디티에스,매출,40068853.0,30833561.0,35984575.0,61130828.0,97571012.0,99719730.0,149808450.0,160772700,0.0,0.0,0.0,0.0
윤익스디티에스,수금,0.0,44734151.0,70902414.0,35984575.0,0.0,158701840.0,99719730.0,0,0.0,0.0,0.0,0.0
윤익스디티에스,잔액,84803004.0,70902414.0,35984575.0,61130828.0,158701840.0,99719730.0,149808450.0,310581150,0.0,0.0,0.0,0.0
이엔에이치,이월,0.0,873400.0,1005400.0,0.0,0.0,446600.0,0.0,0,0.0,0.0,0.0,0.0
이엔에이치,매출,873400.0,132000.0,0.0,0.0,446600.0,0.0,0.0,0,0.0,0.0,0.0,0.0
이엔에이치,수금,0.0,0.0,1005400.0,0.0,0.0,446600.0,0.0,0,0.0,0.0,0.0,0.0
이엔에이치,잔액,873400.0,1005400.0,0.0,0.0,446600.0,0.0,0.0,0,0.0,0.0,0.0,0.0
일광잉크페인트,이월,1581646.0,3161048.0,1671340.0,2999431.0,3081045.0,1562000.0,3053710.0,3100570,0.0,0.0,0.0,0.0
일광잉크페인트,매출,3161048.0,1671340.0,2999431.0,3081045.0,1562000.0,3053710.0,3100570.0,3124000,0.0,0.0,0.0,0.0
일광잉크페인트,수금,1581646.0,3161048.0,1671340.0,2999431.0,3081045.0,1562000.0,3053710.0,3100570,0.0,0.0,0.0,0.0
일광잉크페인트,잔액,3161048.0,1671340.0,2999431.0,3081045.0,1562000.0,3053710.0,3100570.0,3124000,0.0,0.0,0.0,0.0
일영랩,이월,2805000.0,0.0,2299000.0,3487000.0,5445000.0,2574000.0,5621000.0,1641000,0.0,0.0,0.0,0.0
일영랩,매출,0.0,2299000.0,1188000.0,1958000.0,616000.0,3047000.0,1463000.0,957000,0.0,0.0,0.0,0.0
일영랩,수금,2805000.0,0.0,0.0,0.0,3487000.0,0.0,5443000.0,0,0.0,0.0,0.0,0.0
일영랩,잔액,0.0,2299000.0,3487000.0,5445000.0,2574000.0,5621000.0,1641000.0,2598000,0.0,0.0,0.0,0.0
재원인더스트리,이월,-132000.0,-132000.0,26400.0,26400.0,801900.0,801900.0,158400.0,301070,0.0,0.0,0.0,0.0
재원인더스트리,매출,0.0,158400.0,0.0,801900.0,0.0,158400.0,142670.0,0,0.0,0.0,0.0,0.0
재원인더스트리,수금,0.0,0.0,0.0,26400.0,0.0,801900.0,0.0,158400,0.0,0.0,0.0,0.0
재원인더스트리,잔액,-132000.0,26400.0,26400.0,801900.0,801900.0,158400.0,301070.0,142670,0.0,0.0,0.0,0.0
정도레이저,이월,3779380.0,2884420.0,5616550.0,2342846.0,1084369.0,983125.0,898255.0,975381,0.0,0.0,0.0,0.0
정도레이저,매출,2884420.0,2732131.0,2342846.0,1084369.0,983125.0,898255.0,975381.0,0,0.0,0.0,0.0,0.0
정도레이저,수금,3779380.0,0.0,5616550.0,2342846.0,1084369.0,983125.0,898255.0,0,0.0,0.0,0.0,0.0
정도레이저,잔액,2884420.0,5616550.0,2342846.0,1084369.0,983125.0,898255.0,975381.0,975381,0.0,0.0,0.0,0.0
정아유압,이월,1386220.0,1281236.0,1469996.0,1022340.0,1595990.0,1372580.0,1795090.0,1870110,0.0,0.0,0.0,0.0
정아유압,매출,998096.0,792792.0,739200.0,1222540.0,1021020.0,1464210.0,1518550.0,753390,0.0,0.0,0.0,0.0
정아유압,수금,1103080.0,604032.0,1186856.0,648890.0,1244430.0,1041700.0,1443530.0,1022230,0.0,0.0,0.0,0.0
정아유압,잔액,1281236.0,1469996.0,1022340.0,1595990.0,1372580.0,1795090.0,1870110.0,1601270,0.0,0.0,0.0,0.0
제원산업,이월,6342699.0,5484617.0,9722037.0,5490523.0,5092207.0,4818912.0,3801599.0,6774570,0.0,0.0,0.0,0.0
제원산업,매출,5484617.0,4237420.0,5490524.0,5092208.0,4818913.0,3801600.0,6774570.0,2662000,0.0,0.0,0.0,0.0
제원산업,수금,6342699.0,0.0,9722037.0,5490524.0,5092208.0,4818913.0,3801599.0,0,0.0,0.0,0.0,0.0
제원산업,잔액,5484617.0,9722037.0,5490523.0,5092207.0,4818912.0,3801599.0,6774570.0,9436570,0.0,0.0,0.0,0.0
제이아이금속,이월,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
제이아이금속,매출,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6509250,0.0,0.0,0.0,0.0
제이아이금속,수금,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
제이아이금속,잔액,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6509250,0.0,0.0,0.0,0.0
제이와이스틸,이월,1622005.0,1453876.0,1190035.0,1666049.0,3115689.0,1534763.0,-1.0,1619887,0.0,0.0,0.0,0.0
제이와이스틸,매출,1453876.0,1190035.0,1666049.0,1449641.0,1534764.0,0.0,1619888.0,1453452,0.0,0.0,0.0,0.0
제이와이스틸,수금,1622005.0,1453876.0,1190035.0,0.0,3115690.0,1534764.0,0.0,0,0.0,0.0,0.0,0.0
제이와이스틸,잔액,1453876.0,1190035.0,1666049.0,3115689.0,1534763.0,-1.0,1619887.0,3073339,0.0,0.0,0.0,0.0
제이케이지산업가스(구.서진산업가스),이월,8211907.0,8314152.0,8557637.0,9318161.0,8971941.0,9667531.0,15209600.0,30690116,0.0,0.0,0.0,0.0
제이케이지산업가스(구.서진산업가스),매출,8314152.0,8557637.0,9318161.0,8971941.0,9667532.0,15209601.0,30690116.0,15421560,0.0,0.0,0.0,0.0
제이케이지산업가스(구.서진산업가스),수금,8211907.0,8314152.0,8557637.0,9318161.0,8971941.0,9667532.0,15209600.0,0,0.0,0.0,0.0,0.0
제이케이지산업가스(구.서진산업가스),잔액,8314152.0,8557637.0,9318161.0,8971941.0,9667531.0,15209600.0,30690116.0,46111676,0.0,0.0,0.0,0.0
제티아,이월,1295800.0,1169300.0,1045000.0,1107700.0,1609300.0,1024100.0,1233100.0,1463000,0.0,0.0,0.0,0.0
제티아,매출,1169300.0,1045000.0,1107700.0,1609300.0,1024100.0,1233100.0,1463000.0,836000,0.0,0.0,0.0,0.0
제티아,수금,1295800.0,1169300.0,1045000.0,1107700.0,1609300.0,1024100.0,1233100.0,1463000,0.0,0.0,0.0,0.0
제티아,잔액,1169300.0,1045000.0,1107700.0,1609300.0,1024100.0,1233100.0,1463000.0,836000,0.0,0.0,0.0,0.0
중원산업가스,이월,0.0,0.0,0.0,0.0,0.0,0.0,6381914.0,10608345,0.0,0.0,0.0,0.0
중원산업가스,매출,0.0,0.0,0.0,0.0,0.0,6381914.0,10608345.0,0,0.0,0.0,0.0,0.0
중원산업가스,수금,0.0,0.0,0.0,0.0,0.0,0.0,6381914.0,0,0.0,0.0,0.0,0.0
중원산업가스,잔액,0.0,0.0,0.0,0.0,0.0,6381914.0,10608345.0,10608345,0.0,0.0,0.0,0.0
지앤티테크,이월,2033903.0,2046331.0,2119122.0,2014276.0,1922542.0,1487825.0,1706622.0,2417684,0.0,0.0,0.0,0.0
지앤티테크,매출,447146.0,1671978.0,2014276.0,1922542.0,62146.0,1644476.0,2417683.0,0,0.0,0.0,0.0,0.0
지앤티테크,수금,434717.0,1599187.0,2119122.0,2014276.0,496862.0,1425679.0,1706622.0,1970538,0.0,0.0,0.0,0.0
지앤티테크,잔액,2046331.0,2119122.0,2014276.0,1922542.0,1487825.0,1706622.0,2417684.0,447146,0.0,0.0,0.0,0.0
지엠레이저,이월,5130708.0,5812961.0,4338642.0,4362642.0,3875146.0,7293462.0,2908224.0,5673272,0.0,0.0,0.0,0.0
지엠레이저,매출,3105355.0,1233287.0,2024000.0,3875146.0,3418316.0,2908224.0,2765048.0,803165,0.0,0.0,0.0,0.0
지엠레이저,수금,2423102.0,2707606.0,2000000.0,4362642.0,0.0,7293462.0,0.0,2387924,0.0,0.0,0.0,0.0
지엠레이저,잔액,5812961.0,4338642.0,4362642.0,3875146.0,7293462.0,2908224.0,5673272.0,4088513,0.0,0.0,0.0,0.0
지오에스앤피,이월,578600.0,349800.0,600600.0,184800.0,292600.0,640200.0,33000.0,0,0.0,0.0,0.0,0.0
지오에스앤피,매출,349800.0,250800.0,184800.0,292600.0,347600.0,33000.0,0.0,0,0.0,0.0,0.0,0.0
지오에스앤피,수금,578600.0,0.0,600600.0,184800.0,0.0,640200.0,33000.0,0,0.0,0.0,0.0,0.0
지오에스앤피,잔액,349800.0,600600.0,184800.0,292600.0,640200.0,33000.0,0.0,0,0.0,0.0,0.0,0.0
지윤주식회사,이월,1435104.0,2618055.0,4869909.0,0.0,2509947.0,4446981.0,3569643.0,7296003,0.0,0.0,0.0,0.0
지윤주식회사,매출,2618055.0,2251854.0,2081376.0,2509947.0,1937034.0,3569643.0,3726360.0,3016860,0.0,0.0,0.0,0.0
지윤주식회사,수금,1435104.0,0.0,6951285.0,0.0,0.0,4446981.0,0.0,3569643,0.0,0.0,0.0,0.0
지윤주식회사,잔액,2618055.0,4869909.0,0.0,2509947.0,4446981.0,3569643.0,7296003.0,6743220,0.0,0.0,0.0,0.0
지현이엔지,이월,224400.0,66000.0,66000.0,158400.0,207900.0,132000.0,240900.0,0,0.0,0.0,0.0,0.0
지현이엔지,매출,66000.0,0.0,158400.0,207900.0,132000.0,240900.0,0.0,224400,0.0,0.0,0.0,0.0
지현이엔지,수금,224400.0,0.0,66000.0,158400.0,207900.0,132000.0,240900.0,0,0.0,0.0,0.0,0.0
지현이엔지,잔액,66000.0,66000.0,158400.0,207900.0,132000.0,240900.0,0.0,224400,0.0,0.0,0.0,0.0
진성테크원,이월,1291400.0,1623600.0,1370600.0,1843600.0,2043800.0,1434400.0,2437600.0,2360600,0.0,0.0,0.0,0.0
진성테크원,매출,873400.0,497200.0,1346400.0,697400.0,737000.0,1700600.0,660000.0,893200,0.0,0.0,0.0,0.0
진성테크원,수금,541200.0,750200.0,873400.0,497200.0,1346400.0,697400.0,737000.0,1700600,0.0,0.0,0.0,0.0
진성테크원,잔액,1623600.0,1370600.0,1843600.0,2043800.0,1434400.0,2437600.0,2360600.0,1553200,0.0,0.0,0.0,0.0
진양비지엠텍,이월,3368970.0,4538380.0,2983310.0,1618650.0,1901680.0,2803350.0,1539670.0,1293930,0.0,0.0,0.0,0.0
진양비지엠텍,매출,1169410.0,1813900.0,1618650.0,1901680.0,901670.0,1539670.0,1293930.0,1340350,0.0,0.0,0.0,0.0
진양비지엠텍,수금,0.0,3368970.0,2983310.0,1618650.0,0.0,2803350.0,1539670.0,0,0.0,0.0,0.0,0.0
진양비지엠텍,잔액,4538380.0,2983310.0,1618650.0,1901680.0,2803350.0,1539670.0,1293930.0,2634280,0.0,0.0,0.0,0.0
창신플라텍,이월,55000.0,165000.0,110000.0,110000.0,165000.0,220000.0,110000.0,0,0.0,0.0,0.0,0.0
창신플라텍,매출,110000.0,0.0,110000.0,165000.0,55000.0,110000.0,0.0,110000,0.0,0.0,0.0,0.0
창신플라텍,수금,0.0,55000.0,110000.0,110000.0,0.0,220000.0,110000.0,0,0.0,0.0,0.0,0.0
창신플라텍,잔액,165000.0,110000.0,110000.0,165000.0,220000.0,110000.0,0.0,110000,0.0,0.0,0.0,0.0
천보기계,이월,1248500.0,2400200.0,1716000.0,1414050.0,536800.0,1535050.0,1892550.0,595650,0.0,0.0,0.0,0.0
천보기계,매출,1151700.0,564300.0,1414050.0,536800.0,998250.0,894300.0,595650.0,793100,0.0,0.0,0.0,0.0
천보기계,수금,0.0,1248500.0,1716000.0,1414050.0,0.0,536800.0,1892550.0,0,0.0,0.0,0.0,0.0
