영업담당자,거래처,매출일,품목명,입고량,출고량,단가,매출액
담당자없음,Z가스코아산(파라텍MR2),04/27,"Ar (LGC, 175L)",1,1,"144,900","144,900"
담당자없음,Z가스코아산(파라텍MR2),04/27,"N2 (LGC, 175L)",2,1,"50,400","50,400"
담당자없음,Z가스코아산(파라텍MR2),04/27,"N2 (LGC, 175L, 고압용)",1,1,"50,400","50,400"
담당자없음,Z가스코아산(파라텍MR2),04/27,"O2 (공업용, 40L)",1,1,"4,830","4,830"
담당자없음,Z가스코아산(파라텍MR2),05/15,입금 (가스매출),0,0,0,0
담당자없음,Z가스코아산(파라텍MR2),05/16,Ar (일반),7,7,"15,000","105,000"
담당자없음,Z가스코아산(파라텍MR2),05/16,"Ar (LGC, 175L)",1,0,"144,900",0
담당자없음,Z가스코아산(파라텍MR2),05/16,"N2 (LGC, 175L)",2,1,"50,400","50,400"
담당자없음,Z가스코아산(파라텍MR2),05/16,"N2 (LGC, 175L, 고압용)",1,2,"50,400","100,800"
담당자없음,Z가스코아산(파라텍MR2),05/19,"Ar (LGC, 175L)",0,1,"144,900","144,900"
담당자없음,Z가스코아산(파라텍MR2),05/19,"N2 (LGC, 175L)",0,1,"50,400","50,400"
담당자없음,Z가스코아산(파라텍MR2),05/19,"N2 (LGC, 175L, 고압용)",1,0,"50,400",0
담당자없음,Z가스코아산(파라텍MR2),05/24,Ar (일반),4,7,"15,000","105,000"
담당자없음,Z가스코아산(파라텍MR2),05/24,"Ar (LGC, 175L)",2,2,"144,900","289,800"
담당자없음,Z가스코아산(파라텍MR2),05/24,"N2 (LGC, 175L)",1,0,"50,400",0
담당자없음,Z가스코아산(파라텍MR2),05/30,Ar (일반),5,5,"15,000","75,000"
담당자없음,Z가스코아산(파라텍MR2),05/30,"Ar (LGC, 175L)",1,0,"144,900",0
담당자없음,Z가스코아산(파라텍MR2),05/30,"N2 (LGC, 175L)",0,2,"50,400","100,800"
담당자없음,Z가스코아산(파라텍MR2),05/30,"N2 (LGC, 175L, 고압용)",1,0,"50,400",0
담당자없음,Z가스코아산(파라텍MR2),06/02,"N2 (LGC, 175L)",2,2,"50,400","100,800"
담당자없음,Z가스코아산(파라텍MR2),06/09,Ar (일반),10,10,"15,000","150,000"
담당자없음,Z가스코아산(파라텍MR2),06/09,"Ar (LGC, 175L)",1,2,"144,900","289,800"
담당자없음,Z가스코아산(파라텍MR2),06/09,"N2 (LGC, 175L)",1,2,"50,400","100,800"
담당자없음,Z가스코아산(파라텍MR2),06/09,"O2 (공업용, 40L)",2,2,"4,830","9,660"
담당자없음,Z가스코아산(파라텍MR2),06/16,Ar (일반),5,8,"15,000","120,000"
담당자없음,Z가스코아산(파라텍MR2),06/16,"O2 (공업용, 40L)",1,2,"4,830","9,660"
담당자없음,Z가스코아산(파라텍MR2),06/20,입금 (가스매출),0,0,0,0
담당자없음,Z가스코아산(파라텍MR2),06/20,"Ar (LGC, 175L)",1,0,"144,900",0
담당자없음,Z가스코아산(파라텍MR2),06/20,"N2 (LGC, 175L)",2,2,"50,400","100,800"
담당자없음,Z가스코아산(파라텍MR2),06/28,Ar (일반),7,7,"15,000","105,000"
담당자없음,Z가스코아산(파라텍MR2),06/28,"CO2 (공업용, 20kg)",2,0,"10,000",0
담당자없음,Z가스코아산(파라텍MR2),06/28,"N2 (LGC, 175L)",2,2,"50,400","100,800"
담당자없음,Z가스코아산(파라텍MR2),06/28,"O2 (공업용, 40L)",1,0,"4,830",0
담당자없음,Z가스코아산(파라텍MR2),07/04,Ar (일반),4,2,"15,000","30,000"
담당자없음,Z가스코아산(파라텍MR2),07/04,"Ar (LGC, 175L)",1,2,"144,900","289,800"
담당자없음,Z가스코아산(파라텍MR2),07/04,"N2 (LGC, 175L)",1,0,"50,400",0
담당자없음,Z가스코아산(파라텍MR2),07/12,Ar (일반),8,8,"15,000","120,000"
담당자없음,Z가스코아산(파라텍MR2),07/12,"N2 (LGC, 175L)",1,0,"50,400",0
담당자없음,Z가스코아산(파라텍MR2),07/13,Ar (일반),0,2,"15,000","30,000"
담당자없음,Z가스코아산(파라텍MR2),07/13,"Ar (LGC, 175L)",2,0,"144,900",0
담당자없음,Z가스코아산(파라텍MR2),07/13,"N2 (LGC, 175L)",1,1,"50,400","50,400"
담당자없음,Z가스코아산(파라텍MR2),07/13,"N2 (LGC, 175L, 고압용)",0,1,"50,400","50,400"
담당자없음,Z가스코아산(파라텍MR2),07/17,"Ar (LGC, 175L)",0,1,"144,900","144,900"
담당자없음,Z가스코아산(파라텍MR2),07/19,Ar (일반),2,0,"15,000",0
담당자없음,Z가스코아산(파라텍MR2),07/20,입금 (가스매출),0,0,0,0
담당자없음,Z가스코아산(파라텍MR2),07/20,Ar (일반),4,6,"15,000","90,000"
담당자없음,Z가스코아산(파라텍MR2),08/03,Ar (일반),4,4,"15,000","60,000"
담당자없음,Z가스코아산(파라텍MR2),08/03,"N2 (LGC, 175L)",2,0,"50,400",0
담당자없음,Z가스코아산(파라텍MR2),08/03,"O2 (공업용, 40L)",2,2,"4,830","9,660"
담당자없음,Z가스코아산(파라텍MR2),08/04,"Ar (LGC, 175L)",0,1,"144,900","144,900"
담당자없음,Z가스코아산(파라텍MR2),08/04,"N2 (LGC, 175L)",0,3,"50,400","151,200"
담당자없음,Z가스코아산(파라텍MR2),08/22,입금 (가스매출),0,0,0,0
담당자없음,Z가스코아산(파라텍MR2),08/24,Ar (일반),12,12,"15,000","180,000"
담당자없음,Z가스코아산(파라텍MR2),08/24,"Ar (LGC, 175L)",2,0,"144,900",0
담당자없음,Z가스코아산(파라텍MR2),08/24,LPG (20kg),1,1,"40,000","40,000"
담당자없음,Z가스코아산(파라텍MR2),08/31,Ar (일반),12,9,"15,000","135,000"
담당자없음,Z가스코아산(파라텍MR2),08/31,"Ar (LGC, 175L)",1,1,"144,900","144,900"
담당자없음,Z가스코아산(파라텍MR2),08/31,"N2 (LGC, 175L)",1,0,"50,400",0
담당자없음,Z가스코아산(파라텍MR2),08/31,"N2 (LGC, 175L, 고압용)",0,1,"50,400","50,400"
담당자없음,Z가스코아산(파라텍MR2),09/05,기화기 (20Nm3/Hr),2,0,0,0
담당자없음,Z가스코아산(파라텍MR2),09/05,Ar (일반),21,0,"15,000",0
담당자없음,Z가스코아산(파라텍MR2),09/05,"Ar (LGC, 175L)",1,0,"144,900",0
담당자없음,Z가스코아산(파라텍MR2),09/05,"CO2 (공업용, 20kg)",1,0,"10,000",0
담당자없음,Z가스코아산(파라텍MR2),09/05,LPG (20kg),2,0,"40,000",0
담당자없음,Z가스코아산(파라텍MR2),09/05,"N2 (LGC, 175L)",2,0,"50,400",0
담당자없음,Z가스코아산(파라텍MR2),09/05,"N2 (LGC, 175L, 고압용)",2,0,"50,400",0
담당자없음,Z가스코아산(파라텍MR2),09/05,"O2 (공업용, 40L)",2,0,"4,830",0
담당자없음,Z가스코아산(파라텍MR2),09/20,입금 (가스매출),0,0,0,0
담당자없음,Z가스코아산(한양이엔지DS),01/12,"Ar (UHP, 47L, 99.999%)",4,0,"21,500",0
담당자없음,Z가스코아산(한양이엔지DS),01/12,"N2 (LGC, 175L)",2,2,"45,000","90,000"
담당자없음,Z가스코아산(한양이엔지DS),01/12,"O2 (공업용, 40L)",1,0,"4,500",0
담당자없음,Z가스코아산(한양이엔지DS),01/18,"Ar (UHP, 47L, 99.999%)",1,7,"21,500","150,500"
담당자없음,Z가스코아산(한양이엔지DS),01/19,"Ar (LGC, 175L)",1,1,"140,000","140,000"
담당자없음,Z가스코아산(한양이엔지DS),01/20,"N2 (LGC, 175L)",1,0,"45,000",0
담당자없음,Z가스코아산(한양이엔지DS),01/20,"N2 (LGC, 175L, 고압용)",0,2,"45,000","90,000"
담당자없음,Z가스코아산(한양이엔지DS),01/25,입금 (가스매출),0,0,0,0
담당자없음,Z가스코아산(한양이엔지DS),02/02,"Ar (LGC, 175L)",2,1,"140,000","140,000"
담당자없음,Z가스코아산(한양이엔지DS),02/03,"Ar (LGC, 175L)",0,1,"140,000","140,000"
담당자없음,Z가스코아산(한양이엔지DS),02/09,"Ar (UHP, 47L, 99.999%)",7,6,"21,500","129,000"
담당자없음,Z가스코아산(한양이엔지DS),02/09,"N2 (LGC, 175L)",0,1,"45,000","45,000"
담당자없음,Z가스코아산(한양이엔지DS),02/09,"N2 (LGC, 175L, 고압용)",1,0,"45,000",0
담당자없음,Z가스코아산(한양이엔지DS),02/14,"Ar (UHP, 47L, 99.999%)",2,0,"21,500",0
담당자없음,Z가스코아산(한양이엔지DS),02/14,"Mix (UHP, H2 5% + Ar Bal)",0,3,"25,000","75,000"
담당자없음,Z가스코아산(한양이엔지DS),02/14,"N2 (LGC, 175L)",1,0,"45,000",0
담당자없음,Z가스코아산(한양이엔지DS),02/21,입금 (가스매출),0,0,0,0
담당자없음,Z가스코아산(한양이엔지DS),02/22,"Ar (UHP, 47L, 99.999%)",3,5,"21,500","107,500"
담당자없음,Z가스코아산(한양이엔지DS),02/22,"N2 (LGC, 175L)",1,0,"45,000",0
담당자없음,Z가스코아산(한양이엔지DS),02/22,"N2 (LGC, 175L, 고압용)",1,3,"45,000","135,000"
담당자없음,Z가스코아산(한양이엔지DS),03/08,"Ar (LGC, 175L)",1,1,"140,000","140,000"
담당자없음,Z가스코아산(한양이엔지DS),03/08,"Mix (UHP, H2 5% + Ar Bal)",2,0,"25,000",0
담당자없음,Z가스코아산(한양이엔지DS),03/08,"N2 (LGC, 175L)",0,2,"45,000","90,000"
담당자없음,Z가스코아산(한양이엔지DS),03/08,"N2 (LGC, 175L, 고압용)",2,0,"45,000",0
담당자없음,Z가스코아산(한양이엔지DS),03/18,입금 (가스매출),0,0,0,0
담당자없음,Z가스코아산(한양이엔지DS),03/27,"Ar (LGC, 175L)",1,1,"140,000","140,000"
담당자없음,Z가스코아산(한양이엔지DS),03/27,"Ar (UHP, 47L, 99.999%)",5,5,"21,500","107,500"
담당자없음,Z가스코아산(한양이엔지DS),03/27,"N2 (LGC, 175L)",1,2,"45,000","90,000"
담당자없음,Z가스코아산(한양이엔지DS),03/27,"N2 (LGC, 175L, 고압용)",1,0,"45,000",0
담당자없음,Z가스코아산(한양이엔지DS),04/18,입금 (가스매출),0,0,0,0
담당자없음,Z가스코아산(한양이엔지DS),04/25,"Ar (LGC, 175L)",2,1,"140,000","140,000"
담당자없음,Z가스코아산(한양이엔지DS),04/25,"Ar (UHP, 47L, 99.999%)",4,0,"21,500",0
담당자없음,Z가스코아산(한양이엔지DS),04/25,"N2 (LGC, 175L)",3,2,"45,000","90,000"
담당자없음,Z가스코아산(한양이엔지DS),04/25,"N2 (LGC, 175L, 고압용)",0,1,"45,000","45,000"
담당자없음,Z가스코아산(한양이엔지DS),05/15,입금 (가스매출),0,0,0,0
담당자없음,Z가스코아산(한양이엔지DS),05/15,"Ar (LGC, 175L)",1,2,"140,000","280,000"
담당자없음,Z가스코아산(한양이엔지DS),05/15,"Ar (UHP, 47L, 99.999%)",5,3,"21,500","64,500"
담당자없음,Z가스코아산(한양이엔지DS),05/15,"N2 (LGC, 175L)",1,1,"45,000","45,000"
담당자없음,Z가스코아산(한양이엔지DS),05/31,"Ar (UHP, 47L, 99.999%)",2,6,"21,500","129,000"
담당자없음,Z가스코아산(한양이엔지DS),05/31,"N2 (LGC, 175L)",1,0,"45,000",0
담당자없음,Z가스코아산(한양이엔지DS),05/31,"N2 (LGC, 175L, 고압용)",1,1,"45,000","45,000"
담당자없음,Z가스코아산(한양이엔지DS),06/08,"N2 (LGC, 175L)",1,0,"45,000",0
담당자없음,Z가스코아산(한양이엔지DS),06/08,"N2 (LGC, 175L, 고압용)",0,2,"45,000","90,000"
담당자없음,Z가스코아산(한양이엔지DS),06/13,"Ar (LGC, 175L)",1,1,"140,000","140,000"
담당자없음,Z가스코아산(한양이엔지DS),06/15,"Ar (LGC, 175L)",1,2,"140,000","280,000"
담당자없음,Z가스코아산(한양이엔지DS),06/20,입금 (가스매출),0,0,0,0
담당자없음,Z가스코아산(한양이엔지DS),06/23,"Ar (UHP, 47L, 99.999%)",4,5,"21,500","107,500"
담당자없음,Z가스코아산(한양이엔지DS),06/23,"N2 (LGC, 175L, 고압용)",2,0,"45,000",0
담당자없음,Z가스코아산(한양이엔지DS),06/27,"Ar (LGC, 175L)",2,1,"140,000","140,000"
담당자없음,Z가스코아산(한양이엔지DS),06/27,"N2 (LGC, 175L)",0,1,"45,000","45,000"
담당자없음,Z가스코아산(한양이엔지DS),06/27,"N2 (LGC, 175L, 고압용)",0,1,"45,000","45,000"
담당자없음,Z가스코아산(한양이엔지DS),07/14,"Ar (LGC, 175L)",1,1,"140,000","140,000"
담당자없음,Z가스코아산(한양이엔지DS),07/14,"Ar (UHP, 47L, 99.999%)",2,3,"21,500","64,500"
담당자없음,Z가스코아산(한양이엔지DS),07/14,"Mix (UHP, H2 5% + Ar Bal)",1,0,"25,000",0
담당자없음,Z가스코아산(한양이엔지DS),07/14,"N2 (LGC, 175L)",0,1,"45,000","45,000"
담당자없음,Z가스코아산(한양이엔지DS),07/14,"N2 (LGC, 175L, 고압용)",1,0,"45,000",0
담당자없음,Z가스코아산(한양이엔지DS),07/19,"Ar (LGC, 175L)",2,1,"140,000","140,000"
담당자없음,Z가스코아산(한양이엔지DS),07/19,"N2 (LGC, 175L)",1,1,"45,000","45,000"
담당자없음,Z가스코아산(한양이엔지DS),07/19,"N2 (LGC, 175L, 고압용)",1,1,"45,000","45,000"
담당자없음,Z가스코아산(한양이엔지DS),07/20,입금 (가스매출),0,0,0,0
담당자없음,Z가스코아산(한양이엔지DS),07/20,"Ar (LGC, 175L)",0,1,"140,000","140,000"
담당자없음,Z가스코아산(한양이엔지DS),07/20,"Ar (UHP, 47L, 99.999%)",4,0,"21,500",0
담당자없음,Z가스코아산(한양이엔지DS),07/20,"N2 (LGC, 175L)",1,1,"45,000","45,000"
담당자없음,Z가스코아산(한양이엔지DS),07/20,"N2 (LGC, 175L, 고압용)",1,1,"45,000","45,000"
담당자없음,Z가스코아산(한양이엔지DS),07/21,"Ar (LGC, 175L)",0,2,"140,000","280,000"
담당자없음,Z가스코아산(한양이엔지DS),07/21,"N2 (LGC, 175L)",2,3,"45,000","135,000"
담당자없음,Z가스코아산(한양이엔지DS),07/21,"N2 (LGC, 175L, 고압용)",1,2,"45,000","90,000"
담당자없음,Z가스코아산(한양이엔지DS),07/24,"Ar (LGC, 175L)",1,1,"140,000","140,000"
담당자없음,Z가스코아산(한양이엔지DS),07/24,"N2 (LGC, 175L)",1,1,"45,000","45,000"
담당자없음,Z가스코아산(한양이엔지DS),07/24,"N2 (LGC, 175L, 고압용)",1,2,"45,000","90,000"
담당자없음,Z가스코아산(한양이엔지DS),07/27,"Ar (LGC, 175L)",1,0,"140,000",0
담당자없음,Z가스코아산(한양이엔지DS),07/27,"N2 (LGC, 175L)",1,0,"45,000",0
담당자없음,Z가스코아산(한양이엔지DS),07/27,"N2 (LGC, 175L, 고압용)",2,0,"45,000",0
담당자없음,Z가스코아산(한양이엔지DS),08/04,"Ar (UHP, 47L, 99.999%)",2,5,"21,500","107,500"
담당자없음,Z가스코아산(한양이엔지DS),08/11,"Ar (LGC, 175L)",2,1,"140,000","140,000"
담당자없음,Z가스코아산(한양이엔지DS),08/11,"Ar (UHP, 47L, 99.999%)",3,0,"21,500",0
담당자없음,Z가스코아산(한양이엔지DS),08/11,"N2 (LGC, 175L)",2,0,"45,000",0
담당자없음,Z가스코아산(한양이엔지DS),08/11,"N2 (LGC, 175L, 고압용)",0,1,"45,000","45,000"
담당자없음,Z가스코아산(한양이엔지DS),08/18,"Ar (LGC, 175L)",1,1,"140,000","140,000"
담당자없음,Z가스코아산(한양이엔지DS),08/18,"Ar (UHP, 47L, 99.999%)",2,5,"21,500","107,500"
담당자없음,Z가스코아산(한양이엔지DS),08/18,"N2 (LGC, 175L, 고압용)",1,2,"45,000","90,000"
담당자없음,Z가스코아산(한양이엔지DS),08/22,입금 (가스매출),0,0,0,0
담당자없음,Z가스코아산(한양이엔지DS),08/23,"Ar (LGC, 175L)",1,1,"140,000","140,000"
담당자없음,Z가스코아산(한양이엔지DS),09/05,기화기 (20Nm3/Hr),2,0,0,0
담당자없음,Z가스코아산(한양이엔지DS),09/05,"Ar (LGC, 175L)",2,0,"140,000",0
담당자없음,Z가스코아산(한양이엔지DS),09/05,"Ar (UHP, 47L, 99.999%)",26,0,"21,500",0
담당자없음,Z가스코아산(한양이엔지DS),09/05,He (일반),2,0,0,0
담당자없음,Z가스코아산(한양이엔지DS),09/05,LPG (20kg),2,0,"32,000",0
담당자없음,Z가스코아산(한양이엔지DS),09/05,"Mix (UHP, H2 5% + Ar Bal)",3,0,"25,000",0
담당자없음,Z가스코아산(한양이엔지DS),09/05,"N2 (LGC, 175L, 고압용)",3,0,"45,000",0
담당자없음,Z가스코아산(한양이엔지DS),09/05,"O2 (공업용, 40L)",3,0,"4,500",0
담당자없음,Z가스코아산(한양이엔지DS),09/20,입금 (가스매출),0,0,0,0
담당자없음,Z가스텍(큐에스아이) ,01/02,입금 (가스매출),0,0,0,0
담당자없음,Z가스텍(큐에스아이) ,01/02,입금 (가스매출),0,0,0,0
담당자없음,Z가스텍(큐에스아이) ,01/02,입금 (가스매출),0,0,0,0
담당자없음,Z가스텍(큐에스아이) ,01/02,입금 (가스매출),0,0,0,0
담당자없음,Z가스텍(큐에스아이) ,01/03,"H2 (일반, 용기)",36,36,"5,400","194,400"
담당자없음,Z가스텍(큐에스아이) ,01/04,"H2 (일반, 용기)",36,36,"5,400","194,400"
담당자없음,Z가스텍(큐에스아이) ,01/06,"H2 (일반, 용기)",42,42,"5,400","226,800"
담당자없음,Z가스텍(큐에스아이) ,01/09,"H2 (일반, 용기)",36,36,"5,400","194,400"
담당자없음,Z가스텍(큐에스아이) ,01/10,"H2 (일반, 용기)",36,36,"5,400","194,400"
담당자없음,Z가스텍(큐에스아이) ,01/11,"H2 (일반, 용기)",42,42,"5,400","226,800"
담당자없음,Z가스텍(큐에스아이) ,01/12,"H2 (일반, 용기)",36,36,"5,400","194,400"
담당자없음,Z가스텍(큐에스아이) ,01/14,"H2 (일반, 용기)",36,36,"10,800","388,800"
담당자없음,Z가스텍(큐에스아이) ,01/16,"H2 (일반, 용기)",42,42,"5,400","226,800"
담당자없음,Z가스텍(큐에스아이) ,01/17,"H2 (일반, 용기)",42,42,"5,400","226,800"
담당자없음,Z가스텍(큐에스아이) ,01/18,"H2 (일반, 용기)",36,36,"5,400","194,400"
담당자없음,Z가스텍(큐에스아이) ,01/19,"H2 (일반, 용기)",36,36,"5,400","194,400"
담당자없음,Z가스텍(큐에스아이) ,01/26,"H2 (일반, 용기)",42,42,"5,400","226,800"
담당자없음,Z가스텍(큐에스아이) ,01/27,"H2 (일반, 용기)",36,36,"5,400","194,400"
담당자없음,Z가스텍(큐에스아이) ,01/30,"H2 (일반, 용기)",36,36,"5,400","194,400"
담당자없음,Z가스텍(큐에스아이) ,02/01,"H2 (일반, 용기)",42,42,"5,400","226,800"
담당자없음,Z가스텍(큐에스아이) ,02/02,"H2 (일반, 용기)",36,36,"5,400","194,400"
담당자없음,Z가스텍(큐에스아이) ,02/03,"H2 (일반, 용기)",36,36,"5,400","194,400"
담당자없음,Z가스텍(큐에스아이) ,02/07,"H2 (일반, 용기)",42,42,"5,400","226,800"
담당자없음,Z가스텍(큐에스아이) ,02/08,"H2 (일반, 용기)",36,36,"5,400","194,400"
담당자없음,Z가스텍(큐에스아이) ,02/10,"H2 (일반, 용기)",36,36,"5,400","194,400"
담당자없음,Z가스텍(큐에스아이) ,02/13,"H2 (일반, 용기)",42,42,"5,400","226,800"
담당자없음,Z가스텍(큐에스아이) ,02/14,"H2 (일반, 용기)",36,36,"5,400","194,400"
담당자없음,Z가스텍(큐에스아이) ,02/15,"H2 (일반, 용기)",36,36,"5,400","194,400"
담당자없음,Z가스텍(큐에스아이) ,02/17,"H2 (일반, 용기)",36,36,"5,400","194,400"
담당자없음,Z가스텍(큐에스아이) ,02/20,"H2 (일반, 용기)",42,42,"5,400","226,800"
담당자없음,Z가스텍(큐에스아이) ,02/22,"H2 (일반, 용기)",32,32,"5,400","172,800"
담당자없음,Z가스텍(큐에스아이) ,02/24,"H2 (일반, 용기)",36,36,"5,400","194,400"
담당자없음,Z가스텍(큐에스아이) ,02/27,"H2 (일반, 용기)",42,42,"5,400","226,800"
담당자없음,Z가스텍(큐에스아이) ,02/28,"H2 (일반, 용기)",36,36,"5,400","194,400"
담당자없음,Z가스텍(큐에스아이) ,03/02,"H2 (일반, 용기)",36,36,"5,670","204,120"
담당자없음,Z가스텍(큐에스아이) ,03/03,입금 (가스매출),0,0,0,0
담당자없음,Z가스텍(큐에스아이) ,03/03,입금 (가스매출),0,0,0,0
담당자없음,Z가스텍(큐에스아이) ,03/03,"H2 (일반, 용기)",42,42,"5,670","238,140"
담당자없음,Z가스텍(큐에스아이) ,03/06,"H2 (일반, 용기)",36,36,"5,670","204,120"
담당자없음,Z가스텍(큐에스아이) ,03/07,"H2 (일반, 용기)",36,36,"5,670","204,120"
담당자없음,Z가스텍(큐에스아이) ,03/09,"H2 (일반, 용기)",42,42,"5,670","238,140"
담당자없음,Z가스텍(큐에스아이) ,03/10,"H2 (일반, 용기)",36,36,"5,670","204,120"
담당자없음,Z가스텍(큐에스아이) ,03/14,"H2 (일반, 용기)",36,36,"5,670","204,120"
담당자없음,Z가스텍(큐에스아이) ,03/15,"H2 (일반, 용기)",42,42,"5,670","238,140"
담당자없음,Z가스텍(큐에스아이) ,03/16,"H2 (일반, 용기)",36,36,"5,670","204,120"
담당자없음,Z가스텍(큐에스아이) ,03/17,"H2 (일반, 용기)",36,36,"5,670","204,120"
담당자없음,Z가스텍(큐에스아이) ,03/20,"H2 (일반, 용기)",42,42,"5,670","238,140"
담당자없음,Z가스텍(큐에스아이) ,03/21,"H2 (일반, 용기)",36,36,"5,670","204,120"
담당자없음,Z가스텍(큐에스아이) ,03/22,"H2 (일반, 용기)",36,36,"5,670","204,120"
담당자없음,Z가스텍(큐에스아이) ,03/24,"H2 (일반, 용기)",36,36,"5,670","204,120"
담당자없음,Z가스텍(큐에스아이) ,03/27,"H2 (일반, 용기)",42,42,"5,670","238,140"
담당자없음,Z가스텍(큐에스아이) ,03/28,"H2 (일반, 용기)",36,36,"5,670","204,120"
